hospital_name,district,upazila,latitude,longitude,category,contact
Samim Diagnostic Center,Brahmanbaria,Akhaura,23.88,91.22,Diagnostic Center,01711-400004
Seba Medical Center,Brahmanbaria,Akhaura,23.876,91.215,Diagnostic Center,01711-400005
Titas Medical Lab,Brahmanbaria,Akhaura,23.878,91.217,Diagnostic Center,01711-400006
,,,,,,
hospital_name,district,upazila,latitude,longitude,category,contact
Bancharampur Eye Hospital and Phaco Centre,Brahmanbaria,Banchharampur,23.778,90.876,Private Hospital/Clinic,01711-500001
Bancharampur Ibn Sina Digital Diagnostic Center,Brahmanbaria,Banchharampur,23.779,90.877,Diagnostic Center,01711-500002
Bancharampur Islami Hospital,Brahmanbaria,Banchharampur,23.7775,90.8755,Private Hospital/Clinic,01711-500003
,,,,,,
hospital_name,district,upazila,latitude,longitude,category,contact
Daudpur Digital Diagnostic Center,Brahmanbaria,Bijoynagar,24.015,91.275,Diagnostic Center,01711-600001
New Square Digital Diagnostic Center,Brahmanbaria,Bijoynagar,24.016,91.276,Diagnostic Center,01711-600002
Padma Digital Diagnostic Center,Brahmanbaria,Bijoynagar,24.017,91.277,Diagnostic Center,01711-600003
Shapla Diagonistic Center,Brahmanbaria,Bijoynagar,24.018,91.278,Diagnostic Center,01711-600004
,,,,,,
,,,,,,
New Modern diagnostic & Consultetion Center,Brahmanbaria,Nasirnagar,24.195,91.205,Diagnostic Center,01711-700001
The Al karim Diagnostic Center,Brahmanbaria,Nasirnagar,24.196,91.206,Diagnostic Center,01711-700002
,,,,,,
hospital_name,district,upazila,latitude,longitude,category,contact
New Popular Diagnostic Centerr,Brahmanbaria,Sarail,24.0478,91.1219,Diagnostic Center,01711-800001
Sheba Diagnostic Center.,Brahmanbaria,Sarail,24.0485,91.1225,Diagnostic Center,01711-800002
,,,,,,
,,,,,,
hospital_name,district,upazila,latitude,longitude,category,contact
AALOK HOSPITAL & DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.2321,90.6433,Private Hospital/Clinic,01711-100001
ADHUNIC DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.2325,90.6438,Diagnostic Center,01711-100002
ASTHA DIGITAL DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.233,90.6442,Diagnostic Center,01711-100003
AZAD X-RAY & DIAGNOSTIC CENTRE,Chandpur,Chandpur Sadar,23.2335,90.6446,Diagnostic Center,01711-100004
BABURHAT PATHOLOGICAL CENTRE,Chandpur,Chandpur Sadar,23.234,90.645,Diagnostic Center,01711-100005
CARE & CURE CONSULTATION CENTER,Chandpur,Chandpur Sadar,23.2345,90.6454,Diagnostic Center,01711-100006
CHANDPUR ADHUNIK CHOKKHU HOSPITAL,Chandpur,Chandpur Sadar,23.235,90.6458,Private Hospital/Clinic,01711-100007
Chandpur Al-Amin Hospital (Pvt.) Ltd.,Chandpur,Chandpur Sadar,23.2355,90.6462,Private Hospital/Clinic,01711-100008
CHANDPUR AL-MANAR HOSPITAL (PVT),Chandpur,Chandpur Sadar,23.236,90.6466,Private Hospital/Clinic,01711-100009
CHANDPUR AYESHA MEMORIAL DIAGNOSTIC & CONSULTATION CENTER,Chandpur,Chandpur Sadar,23.2365,90.647,Diagnostic Center,01711-100010
Chandpur Central Hospital (Pvt.) Ltd.,Chandpur,Chandpur Sadar,23.237,90.6474,Private Hospital/Clinic,01711-100011
CHANDPUR CITY HOSPITAL (Pvt),Chandpur,Chandpur Sadar,23.2375,90.6478,Private Hospital/Clinic,01711-100012
Chandpur Diabetic Hospital,Chandpur,Chandpur Sadar,23.238,90.6482,Private Hospital/Clinic,01711-100013
CHANDPUR DIGITAL DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.2385,90.6486,Diagnostic Center,01711-100014
Chandpur General Hospital (Pvt.),Chandpur,Chandpur Sadar,23.239,90.649,Private Hospital/Clinic,01711-100015
CHANDPUR HEALTHCARE,Chandpur,Chandpur Sadar,23.2395,90.6494,Diagnostic Center,01711-100016
CHANDPUR MEDICAL CENTER,Chandpur,Chandpur Sadar,23.24,90.6498,Private Hospital/Clinic,01711-100017
Chandpur Medical Point,Chandpur,Chandpur Sadar,23.2405,90.6502,Diagnostic Center,01711-100018
CHANDPUR METROPOLITAN DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.241,90.6506,Diagnostic Center,01711-100019
CHANDPUR MORDAN HOSPITAL (PVT),Chandpur,Chandpur Sadar,23.2415,90.651,Private Hospital/Clinic,01711-100020
CHANDPUR ORTHOPAEDIC & TRAUMA CENTRE,Chandpur,Chandpur Sadar,23.242,90.6514,Diagnostic Center,01711-100021
Chandpur Specialized Hospital (Pvt.) Ltd.,Chandpur,Chandpur Sadar,23.2425,90.6518,Private Hospital/Clinic,01711-100022
CHANDPUR VACINETION AND DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.243,90.6522,Diagnostic Center,01711-100023
City Aid Diagnostic & consultation Center,Chandpur,Chandpur Sadar,23.2435,90.6526,Diagnostic Center,01711-100024
Doctor Bari Diagnostic Center,Chandpur,Chandpur Sadar,23.244,90.653,Diagnostic Center,01711-100025
Family Care Hospital Pvt.,Chandpur,Chandpur Sadar,23.2445,90.6534,Private Hospital/Clinic,01711-100026
FAMOUS DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.245,90.6538,Diagnostic Center,01711-100027
FORTUNE MEDICAL CENTER,Chandpur,Chandpur Sadar,23.2455,90.6542,Diagnostic Center,01711-100028
GREEN LIFE DIAGNOSTIC CENTRE,Chandpur,Chandpur Sadar,23.246,90.6546,Diagnostic Center,01711-100029
Hakkani Digital Diagnostic Center,Chandpur,Chandpur Sadar,23.2465,90.655,Diagnostic Center,01711-100030
Haque Diagnostic Center,Chandpur,Chandpur Sadar,23.247,90.6554,Diagnostic Center,01711-100031
ISLAMIC DIGITAL DIAGNOSTIC CENTRE,Chandpur,Chandpur Sadar,23.2475,90.6558,Diagnostic Center,01711-100032
Karnafuli Hospital And Diagnostic Center,Chandpur,Chandpur Sadar,23.248,90.6562,Diagnostic Center,01711-100033
Lions Club Of Chandpur Rupali,Chandpur,Chandpur Sadar,23.2485,90.6566,Diagnostic Center,01711-100034
MEDI-AID HOSPITAL,Chandpur,Chandpur Sadar,23.249,90.657,Private Hospital/Clinic,01711-100035
MEDIFAIR DIAGNOSTIC CENTRE,Chandpur,Chandpur Sadar,23.2495,90.6574,Diagnostic Center,01711-100036
MEDINOVA MEDICAL & DIAGNOSTIC CENTRE,Chandpur,Chandpur Sadar,23.25,90.6578,Diagnostic Center,01711-100037
MIM DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.2505,90.6582,Diagnostic Center,01711-100038
Mukti Hospital & Diagnostic Center,Chandpur,Chandpur Sadar,23.251,90.6586,Private Hospital/Clinic,01711-100039
NATIONAL DIAGNOSTIC CENTRE,Chandpur,Chandpur Sadar,23.2515,90.659,Diagnostic Center,01711-100040
National Heart & Health Care Centre,Chandpur,Chandpur Sadar,23.252,90.6594,Diagnostic Center,01711-100041
NEW DHAKA DIGITAL DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.2525,90.6598,Diagnostic Center,01711-100042
NEW ISLAMIA PATHOLOGY & DIAGNOSTIC CENTRE,Chandpur,Chandpur Sadar,23.253,90.6602,Diagnostic Center,01711-100043
NEW MEGHNA DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.2535,90.6606,Diagnostic Center,01711-100044
NEW POPULAR DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.254,90.661,Diagnostic Center,01711-100045
PEERLESS DOCTORS POINT,Chandpur,Chandpur Sadar,23.2545,90.6614,Diagnostic Center,01711-100046
REMEDY DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.255,90.6618,Diagnostic Center,01711-100047
SBCL DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.2555,90.6622,Diagnostic Center,01711-100048
SMART MEDICAL & DIAGNOSTIC CENTRE,Chandpur,Chandpur Sadar,23.256,90.6626,Diagnostic Center,01711-100049
SURJER HASHI NETWORK PURAN BAZAR,Chandpur,Chandpur Sadar,23.2565,90.663,Diagnostic Center,01711-100050
TAQDIR MEDICAL CENTRE,Chandpur,Chandpur Sadar,23.257,90.6634,Diagnostic Center,01711-100051
THE APOLLO MEDICAL CENTER,Chandpur,Chandpur Sadar,23.2575,90.6638,Diagnostic Center,01711-100052
THE HILSHA MEDICAL & DIAGNOSTIC CENTER,Chandpur,Chandpur Sadar,23.258,90.6642,Private Hospital/Clinic,01711-100053
Titas Diagnostic center,Chandpur,Chandpur Sadar,23.2585,90.6646,Diagnostic Center,01711-100054
,,,,,,
hospital_name,district,upazila,latitude,longitude,category,contact
ADHUNIK HOSPITAL (PVT.) & DIGITAL DIAGNOSTIC CENTER,Chandpur,Matlab Dakshin,23.3486,90.7108,Private Hospital/Clinic,01711-200001
Matlab Ma O Shishu Hospital,Chandpur,Matlab Dakshin,23.349,90.7112,Private Hospital/Clinic,01711-200002
NEW LAB AID DIAGNOSTIC CENTER & HOSPITAL,Chandpur,Matlab Dakshin,23.3501,90.7125,Private Hospital/Clinic,01711-200003
DIGITAL LAB & IMAGING CENTER,Chandpur,Matlab Dakshin,23.3475,90.71,Diagnostic Center,01711-200004
GITA UNIQUE DIAGNOSTIC CENTER,Chandpur,Matlab Dakshin,23.348,90.713,Diagnostic Center,01711-200005
MATLAB CENTRAL HOSPITAL & DEGITAL DIAGNOSTIC CENTER,Chandpur,Matlab Dakshin,23.351,90.7142,Private Hospital/Clinic,01711-200006
Matlab Digital Diagnostic Centre (Pvt.),Chandpur,Matlab Dakshin,23.3515,90.7148,Diagnostic Center,01711-200007
MAX V.I.P HOSPITAL (PVT.) & DIGITAL DIAGNOSTIC CENTRE,Chandpur,Matlab Dakshin,23.3465,90.7095,Private Hospital/Clinic,01711-200008
Meghna Digital Diagnosticcentre,Chandpur,Matlab Dakshin,23.345,90.708,Diagnostic Center,01711-200009
MIM GENERAL HOSPITAL AND DIGITAL DIAGNOSTIC CENTRE,Chandpur,Matlab Dakshin,23.346,90.7088,Private Hospital/Clinic,01711-200010
NARAYANPUR GENERAL HOSPITAL (PVT) AND CONSULTATION CENTER,Chandpur,Matlab Dakshin,23.347,90.709,Private Hospital/Clinic,01711-200011
NARAYANPUR TOWER HOSPITAL & DIGITAL DIAGNOSTIC CENTER,Chandpur,Matlab Dakshin,23.3478,90.7098,Diagnostic Center,01711-200012
NEW EVER CARE HOSPITAL,Chandpur,Matlab Dakshin,23.352,90.7155,Private Hospital/Clinic,01711-200013
NEW MODERN DIAGNOSTIC CENTER,Chandpur,Matlab Dakshin,23.3485,90.711,Diagnostic Center,01711-200014
NUSRAT HOSPITAL & DIGITAL DIAGNOSTIC CENTER,Chandpur,Matlab Dakshin,23.3495,90.712,Private Hospital/Clinic,01711-200015
SAKIB HOSPITAL & DIABETES CENTER,Chandpur,Matlab Dakshin,23.3505,90.7135,Private Hospital/Clinic,01711-200016
THE IBN SINA DIGITAL DIAGNOSTIC CENTER,Chandpur,Matlab Dakshin,23.3518,90.7145,Diagnostic Center,01711-200017
THE MADINA PATHOLOGCAL CENTER,Chandpur,Matlab Dakshin,23.3525,90.716,Diagnostic Center,01711-200018
The Nova Medical Center,Chandpur,Matlab Dakshin,23.353,90.7165,Diagnostic Center,01711-200019
Trauma Care General Hospital and Diagnostic Center,Chandpur,Matlab Dakshin,23.354,90.7175,Private Hospital/Clinic,01711-200020
MALLIK DAIGNOSTIC CENTRE,Chandpur,Matlab Dakshin,23.3535,90.717,Diagnostic Center,01711-200021
BARIYA DIAGNOSTIC CENTRE,Chandpur,Matlab Uttar,23.4116,90.7103,Diagnostic Center,01711-300001
,,,,,,
Ariyana Medical Center,Chandpur,Hajiganj,23.245,90.85,Private Hospital/Clinic,01711-400001
Jamjam Diagnostic Center,Chandpur,Hajiganj,23.246,90.851,Diagnostic Center,01711-400002
NEW MEDICARE DIAGNOSTIC CENTER,Chandpur,Hajiganj,23.247,90.852,Diagnostic Center,01711-400003
NISHAT HOSPITAL AND DIGITAL DIAGNOSTIC CENTER,Chandpur,Hajiganj,23.248,90.853,Private Hospital/Clinic,01711-400004
SHAH MIRAN HOSPITAL & DIAGNOSTIC LAB,Chandpur,Hajiganj,23.249,90.854,Diagnostic Center,01711-400005
Unique Diagnostic & Consultation Centre,Chandpur,Hajiganj,23.25,90.855,Diagnostic Center,01711-400006
,,,,,,
,,,,,,
MEDILAB HOSPITAL,Chandpur,Shahrasti,23.22,90.95,Private Hospital/Clinic,01711-500001
New Lab Aid Diagnostic Center,Chandpur,Shahrasti,23.221,90.951,Diagnostic Center,01711-500002
NEW VIP DIGITAL DIAGNOSTIC CENTER,Chandpur,Shahrasti,23.222,90.952,Diagnostic Center,01711-500003
NILU CLINIC,Chandpur,Shahrasti,23.223,90.953,Diagnostic Center,01711-500004
SHEBA DIAGNOSTIC CENTER,Chandpur,Shahrasti,23.224,90.954,Diagnostic Center,01711-500005
,,,,,,
Anowara Memoral Diagnostic Center,Chandpur,Kachua,23.3101,90.8881,Diagnostic Center,01711-600001
Basic Aid And Hospital,Chandpur,Kachua,23.3115,90.8875,Private Hospital/Clinic,01711-600002
CARE DIGITAL HOSPITAL (PVT.),Chandpur,Kachua,23.312,90.889,Private Hospital/Clinic,01711-600003
Central Health Care Ltd,Chandpur,Kachua,23.3135,90.8905,Diagnostic Center,01711-600004
City Hospital & Digital Diagnostic Center,Chandpur,Kachua,23.3108,90.8885,Private Hospital/Clinic,01711-600005
Doctors Diagnostic And Diabetic Care,Chandpur,Kachua,23.315,90.891,Diagnostic Center,01711-600006
Faizunnessa Datobbya Chikitsa Kendra & Hospital,Chandpur,Kachua,23.308,90.885,Private Hospital/Clinic,01711-600007
Gulbahar Shamoly Khan Maternity Clinic,Chandpur,Kachua,23.3095,90.886,Private Hospital/Clinic,01711-600008
INSAF GENERAL HOSPITAL & DIAGNOSITC CENTER,Chandpur,Kachua,23.314,90.888,Private Hospital/Clinic,01711-600009
JANANI MEDICAL SERVICES,Chandpur,Kachua,23.316,90.892,Diagnostic Center,01711-600010
KACHUA CITY PATH DIGITAL LAB & DIAGONSTIC CENTER,Chandpur,Kachua,23.3125,90.8895,Diagnostic Center,01711-600011
Kachua Islamia Digital Diagnostic Center,Chandpur,Kachua,23.313,90.89,Diagnostic Center,01711-600012
KACHUA NEW LIFE DIAGNOSTIC & CONSULTATION CENTRE,Chandpur,Kachua,23.31,90.887,Diagnostic Center,01711-600013
KACHUA SUN DIAGNOSTIC & CONSULTATION CENTER,Chandpur,Kachua,23.311,90.8888,Diagnostic Center,01711-600014
KACHUA TOWAR HOSPITAL & DIGITAL DIAGNOSTIC CENTER,Chandpur,Kachua,23.3145,90.8915,Private Hospital/Clinic,01711-600015
Kachua Trauma & General Hospital PVT,Chandpur,Kachua,23.3128,90.8898,Private Hospital/Clinic,01711-600016
Makka Hospital,Chandpur,Kachua,23.3155,90.8925,Private Hospital/Clinic,01711-600017
Medilife Hospital & Digital Diagnostic Centre,Chandpur,Kachua,23.3118,90.8882,Private Hospital/Clinic,01711-600018
Modern Hospital & Diagnostic Center,Chandpur,Kachua,23.3165,90.893,Private Hospital/Clinic,01711-600019
POPULAR MEDICAL & DIAGNOSTIC CENTRE,Chandpur,Kachua,23.309,90.8855,Diagnostic Center,01711-600020
Renaissa Medical Centre,Chandpur,Kachua,23.317,90.894,Diagnostic Center,01711-600021
Sachar Central Hospital & Diagnostic Center,Chandpur,Kachua,23.318,90.895,Private Hospital/Clinic,01711-600022
Sachar Holy Care Digital Medi Centre,Chandpur,Kachua,23.3185,90.8955,Diagnostic Center,01711-600023
SEBA DIGITAL DIAGNOSTIC CENTRE,Chandpur,Kachua,23.319,90.896,Diagnostic Center,01711-600024
SHAHIDULLAH MEDICAL CENTRE,Chandpur,Kachua,23.3075,90.8845,Diagnostic Center,01711-600025
SHAPLA DIAGNOSTIC CENTER,Chandpur,Kachua,23.307,90.884,Diagnostic Center,01711-600026
Swadesh Diagnostic Center,Chandpur,Kachua,23.3195,90.8965,Diagnostic Center,01711-600027
TISHA DIGITAL LAB & CONSULTATION CENTER,Chandpur,Kachua,23.3105,90.8875,Diagnostic Center,01711-600028
,,,,,,
,,,,,,
Life Care Diagnostic Center,Chandpur,Faridganj,23.125,90.745,Diagnostic Center,01711-700001
NEW SEBA DIAGNOSTIC & CONSULTATION CENTER,Chandpur,Faridganj,23.126,90.746,Diagnostic Center,01711-700002
New Square Hospital and Diagnostic Center,Chandpur,Faridganj,23.127,90.747,Private Hospital/Clinic,01711-700003
Rupsha Diagnostic & Consultation Center,Chandpur,Faridganj,23.128,90.748,Diagnostic Center,01711-700004
RUPSHA DIAGNOSTIC CENTER,Chandpur,Faridganj,23.129,90.749,Diagnostic Center,01711-700005
SHEBA DIGITAL DIAGNOSTIC CENTER,Chandpur,Faridganj,23.13,90.75,Diagnostic Center,01711-700006
A.K MEMORIAL DIGITAL DIAGNOSTIC CENTER,Chandpur,Haimchar,23.065,90.64,Diagnostic Center,01711-800001
AS-SHIFA DIGITAL DIAGNOSTIC CENTER,Chandpur,Haimchar,23.066,90.641,Diagnostic Center,01711-800002
,,,,,,
A ONE HOSPITAL,Cumilla,Cumilla Adarsha Sadar,23.4682,91.179,Private Hospital/Clinic,01711-100001
AZAD ULTRASONOGRAPHY & CONSULTATION CENTER,Cumilla,Cumilla Adarsha Sadar,23.469,91.18,Diagnostic Center,01711-100002
C.D.C DIAGNOSTIC & CONSULTATION CENTER,Cumilla,Cumilla Adarsha Sadar,23.4675,91.1785,Diagnostic Center,01711-100003
CALIX DIAGNOSTIC COMPLRX,Cumilla,Cumilla Adarsha Sadar,23.4705,91.1815,Diagnostic Center,01711-100004
CLASS MEDICAL SERVICES,Cumilla,Cumilla Adarsha Sadar,23.465,91.176,Diagnostic Center,01711-100005
Classic Consultation And Diagnostic Center,Cumilla,Cumilla Adarsha Sadar,23.4665,91.1775,Diagnostic Center,01711-100006
CONFIDENCE DENTAL,Cumilla,Cumilla Adarsha Sadar,23.4688,91.1795,Dental Clinic,01711-100007
FAITH MEDICAL SERVICES,Cumilla,Cumilla Adarsha Sadar,23.4695,91.182,Diagnostic Center,01711-100008
Janata Diagnostic & Consultation Center,Cumilla,Cumilla Adarsha Sadar,23.4645,91.1755,Diagnostic Center,01711-100009
KUCHAITOLI CITY SCAN & MEDICAL SERVICES,Cumilla,Cumilla Adarsha Sadar,23.455,91.185,Diagnostic Center,01711-100010
Lab In Pathological Lab,Cumilla,Cumilla Adarsha Sadar,23.463,91.174,Diagnostic Center,01711-100011
LAB ONE DIAGNOSTIC CENTER,Cumilla,Cumilla Adarsha Sadar,23.467,91.178,Diagnostic Center,01711-100012
MEDI SCAN DIGITAL DIAGNOSTIC CENTRE,Cumilla,Cumilla Adarsha Sadar,23.4555,91.1845,Diagnostic Center,01711-100013
MEDILAB DIGITAL DIAGNOSTIC CENTER,Cumilla,Cumilla Adarsha Sadar,23.456,91.186,Diagnostic Center,01711-100014
MISSION HOSPITAL,Cumilla,Cumilla Adarsha Sadar,23.471,91.1805,Private Hospital/Clinic,01711-100015
National Digital Diagnostic Center,Cumilla,Cumilla Adarsha Sadar,23.4655,91.1765,Diagnostic Center,01711-100016
New Cumilla Diagnostic Center,Cumilla,Cumilla Adarsha Sadar,23.464,91.175,Diagnostic Center,01711-100017
NEW VISION MODEL HOSPITAL,Cumilla,Cumilla Adarsha Sadar,23.45,91.188,Private Hospital/Clinic,01711-100018
Nur Labouratory And Consultation Centre,Cumilla,Cumilla Adarsha Sadar,23.466,91.177,Diagnostic Center,01711-100019
NURPUR MATRISAOAN CLINIC (PVT),Cumilla,Cumilla Adarsha Sadar,23.475,91.1825,Private Hospital/Clinic,01711-100020
Pioneer diagnostic & Consultation Center,Cumilla,Cumilla Adarsha Sadar,23.4685,91.1788,Diagnostic Center,01711-100021
Queens Digital- Hospital Ltd.,Cumilla,Cumilla Adarsha Sadar,23.462,91.183,Private Hospital/Clinic,01711-100022
SHEBA DIAHNOSTIC CENTER,Cumilla,Cumilla Adarsha Sadar,23.472,91.1795,Diagnostic Center,01711-100023
SUN MEDICAL SERVICES,Cumilla,Cumilla Adarsha Sadar,23.473,91.181,Diagnostic Center,01711-100024
SUN MEDICAL SERVICES (HOSPITAL.),Cumilla,Cumilla Adarsha Sadar,23.4735,91.1815,Private Hospital/Clinic,01711-100025
Sun Rise Diagnostic & Consultation Center,Cumilla,Cumilla Adarsha Sadar,23.4648,91.1758,Diagnostic Center,01711-100026
Taief Medical Services,Cumilla,Cumilla Adarsha Sadar,23.4678,91.1782,Diagnostic Center,01711-100027
,,,,,,
AL TAHER DIAGNOSTIC CENTER,Cumilla,Cumilla Sadar Dakshin,23.425,91.185,Diagnostic Center,01711-100101
AL TAIF MEDICAL POINT,Cumilla,Cumilla Sadar Dakshin,23.4255,91.1855,Diagnostic Center,01711-100102
Anowara Medical Center,Cumilla,Cumilla Sadar Dakshin,23.426,91.186,Diagnostic Center,01711-100103
Bagmara Medical Centre,Cumilla,Cumilla Sadar Dakshin,23.4265,91.1865,Diagnostic Center,01711-100104
BIOMATE HOSPITAL,Cumilla,Cumilla Sadar Dakshin,23.427,91.187,Private Hospital/Clinic,01711-100105
Bismillah Medical Center,Cumilla,Cumilla Sadar Dakshin,23.4275,91.1875,Diagnostic Center,01711-100106
CARE PLUS MEDICAL CENTER,Cumilla,Cumilla Sadar Dakshin,23.428,91.188,Diagnostic Center,01711-100107
CUMILLA ANOWARA HOSPITAL,Cumilla,Cumilla Sadar Dakshin,23.4285,91.1885,Private Hospital/Clinic,01711-100108
CUMILLA PEOPLES HOSPITAL LTD.,Cumilla,Cumilla Sadar Dakshin,23.429,91.189,Private Hospital/Clinic,01711-100109
Doctors Lab & Consultation Center,Cumilla,Cumilla Sadar Dakshin,23.4295,91.1895,Diagnostic Center,01711-100110
ELITE MEDICAL CENTRE,Cumilla,Cumilla Sadar Dakshin,23.43,91.19,Diagnostic Center,01711-100111
Fair Medical Center.,Cumilla,Cumilla Sadar Dakshin,23.4305,91.1905,Diagnostic Center,01711-100112
JUKTIKHOLA DIAGNOSTIC CENTER,Cumilla,Cumilla Sadar Dakshin,23.431,91.191,Diagnostic Center,01711-100113
Laxmipur Specialized Diagnostic Centre,Cumilla,Cumilla Sadar Dakshin,23.4315,91.1915,Diagnostic Center,01711-100114
Madina Hospital.,Cumilla,Cumilla Sadar Dakshin,23.432,91.192,Private Hospital/Clinic,01711-100115
MEDI LAB DIAGNOSTIC CENTRE & CONSULTATION UNIT,Cumilla,Cumilla Sadar Dakshin,23.4325,91.1925,Diagnostic Center,01711-100116
Modern Health Medical Check up Center,Cumilla,Cumilla Sadar Dakshin,23.433,91.193,Diagnostic Center,01711-100117
Modern Hospital Pvt. Ltd.,Cumilla,Cumilla Sadar Dakshin,23.4335,91.1935,Private Hospital/Clinic,01711-100118
Modhu Diagnostic & Medical Center,Cumilla,Cumilla Sadar Dakshin,23.434,91.194,Diagnostic Center,01711-100119
NATIONAL HOSPITAL,Cumilla,Cumilla Sadar Dakshin,23.4345,91.1945,Private Hospital/Clinic,01711-100120
REDA HAMZAH DIAGNOSTIC,Cumilla,Cumilla Sadar Dakshin,23.435,91.195,Diagnostic Center,01711-100121
Safe Medical Center.,Cumilla,Cumilla Sadar Dakshin,23.4355,91.1955,Diagnostic Center,01711-100122
SHIFA DIAGNOSTIC CENTRE,Cumilla,Cumilla Sadar Dakshin,23.436,91.196,Diagnostic Center,01711-100123
Siam Health Care Services,Cumilla,Cumilla Sadar Dakshin,23.4365,91.1965,Diagnostic Center,01711-100124
SUAGAZI DIAGNOSTIC CENTRE,Cumilla,Cumilla Sadar Dakshin,23.437,91.197,Diagnostic Center,01711-100125
Supreme Health care Center,Cumilla,Cumilla Sadar Dakshin,23.4375,91.1975,Diagnostic Center,01711-100126
Tabuk Medical Center,Cumilla,Cumilla Sadar Dakshin,23.438,91.198,Diagnostic Center,01711-100127
TRUST DIAGNOSTIC AND CONSULTANCY,Cumilla,Cumilla Sadar Dakshin,23.4385,91.1985,Diagnostic Center,01711-100128
ADAM KHAN DIAGNOSTIC CENTRE,Cumilla,Burichang,23.55,91.125,Diagnostic Center,01711-100129
BORICHANG MEDICAL CENTER,Cumilla,Burichang,23.5505,91.1255,Diagnostic Center,01711-100130
Burichang Shefa Hospital,Cumilla,Burichang,23.551,91.126,Private Hospital/Clinic,01711-100131
Burichong Lab Aid Diagnostic & Consultation Center,Cumilla,Burichang,23.5515,91.1265,Diagnostic Center,01711-100132
Eastern Medical College Hospital,Cumilla,Burichang,23.552,91.127,Private Hospital/Clinic,01711-100133
GRAMEEN KALYAN MOINAMOTI HEALTH CENTER,Cumilla,Burichang,23.5525,91.1275,Diagnostic Center,01711-100134
GRAMEEN KALYAN RAJAPUR HEALTH CENTER,Cumilla,Burichang,23.553,91.128,Diagnostic Center,01711-100135
GRAMEEN KALYAN SOLONOL HEALTH CENTER,Cumilla,Burichang,23.5535,91.1285,Diagnostic Center,01711-100136
HAPPY MEDICO & DOCTORS CENTRE,Cumilla,Burichang,23.554,91.129,Diagnostic Center,01711-100137
HEALTH CARE HOSPITAL,Cumilla,Burichang,23.5545,91.1295,Private Hospital/Clinic,01711-100138
HEALTH CARE MEDICAL CENTER,Cumilla,Burichang,23.555,91.13,Diagnostic Center,01711-100139
JANATA DIAGNOSTIC CENTER,Cumilla,Burichang,23.5555,91.1305,Diagnostic Center,01711-100140
KANGSHANAGAR MAA & SHISHU GENERAL HOSPITAL,Cumilla,Burichang,23.556,91.131,Private Hospital/Clinic,01711-100141
Modern Specialized Diagnostic Center.,Cumilla,Burichang,23.5565,91.1315,Diagnostic Center,01711-100142
Sandhani Digital Diagnostics & Consultation,Cumilla,Burichang,23.557,91.132,Diagnostic Center,01711-100143
SUNMOON DIAGNOSTIC & CONSULTATION CENTRE,Cumilla,Burichang,23.5575,91.1325,Diagnostic Center,01711-100144
Sunshine Diagnostic And Diabetic Center,Cumilla,Burichang,23.558,91.133,Diagnostic Center,01711-100145
The Kongshanagar Unque Hospital,Cumilla,Burichang,23.5585,91.1335,Private Hospital/Clinic,01711-100146
,,,,,,
JANATA DIAGNOSTIC CENTRE,Cumilla,Daudkandi,23.535,90.725,Diagnostic Center,01711-100147
Life Care Diagnostic Center.,Cumilla,Daudkandi,23.5355,90.7255,Diagnostic Center,01711-100148
MEDITEC (Medical Information Technologies),Cumilla,Daudkandi,23.536,90.726,Diagnostic Center,01711-100149
NEW SHEBA DIAGNOSTIC CENTRE,Cumilla,Daudkandi,23.5365,90.7265,Diagnostic Center,01711-100150
NIRAMOY DIAGNOSTIC CENTRE,Cumilla,Daudkandi,23.537,90.727,Diagnostic Center,01711-100151
PRIOM MEDICAL & DIAGNOSTIC CENTER,Cumilla,Daudkandi,23.5375,90.7275,Diagnostic Center,01711-100152
SHEBA DIAGNSOTIC CENTRE.,Cumilla,Daudkandi,23.538,90.728,Diagnostic Center,01711-100153
SHWAPNO DIAGNOSTIC CENTRE,Cumilla,Daudkandi,23.5385,90.7285,Diagnostic Center,01711-100154
SOMRAT DIGITAL DIAGNOSTIC CENTRE,Cumilla,Daudkandi,23.539,90.729,Diagnostic Center,01711-100155
UNIQUE HOSPITAL,Cumilla,Daudkandi,23.5395,90.7295,Private Hospital/Clinic,01711-100156
Life Care Diagnostic Center,Cumilla,Debidwar,23.595,90.995,Diagnostic Center,01711-100157
THE DEBIDWAR LAB AID DIAGNOSTIC CENTER,Cumilla,Debidwar,23.5955,90.9955,Diagnostic Center,01711-100158
THE DEBIDWAR POPULAR DIAGONOSTIC.,Cumilla,Debidwar,23.596,90.996,Diagnostic Center,01711-100159
